,Line,Species,ABS,time,regime,media,Time,CO2history,assayCO2,transplant,replicate,type,days,generations
20265,B,Scenedesmus,-0.03,10-03-2009 8:19:00,1,liquid,1.92,ambient,ambient,3,3,flask,434.35,577.15
20266,B,Scenedesmus,0.11,10-03-2009 12:38:00,1,liquid,2.1,ambient,ambient,3,3,flask,434.53,577.39
20267,B,Scenedesmus,0.18,10-03-2009 21:31:00,1,liquid,2.47,ambient,ambient,3,3,flask,434.9,577.88
20268,B,Scenedesmus,0.25,10-04-2009 8:19:00,1,liquid,2.92,ambient,ambient,3,3,flask,435.35,578.48
20269,B,Scenedesmus,0.26,10-04-2009 15:16:00,1,liquid,3.21,ambient,ambient,3,3,flask,435.64,578.86
20270,B,Scenedesmus,0.29,10-05-2009 15:02:00,1,liquid,4.2,ambient,ambient,3,3,flask,436.63,580.18
20271,B,Scenedesmus,0.49,10-07-2009 6:38:00,1,liquid,5.85,ambient,ambient,3,3,flask,438.28,582.37
20272,B,Scenedesmus,0.66,10-08-2009 13:07:00,1,liquid,7.12,ambient,ambient,3,3,flask,439.55,584.06
20273,B,Scenedesmus,0.6,10-09-2009 7:36:00,1,liquid,7.89,ambient,ambient,3,3,flask,440.32,585.08
20274,B,Scenedesmus,0.84,10-10-2009 9:45:00,1,liquid,8.98,ambient,ambient,3,3,flask,441.41,586.53
20275,B,Scenedesmus,0.81,10-11-2009 15:45:00,1,liquid,10.23,ambient,ambient,3,3,flask,442.66,588.19
20276,B,Scenedesmus,0.81,10-12-2009 7:07:00,1,liquid,10.87,ambient,ambient,3,3,flask,443.3,589.04
20277,B,Scenedesmus,0.01,10-01-2009 13:36:00,1,liquid,0.14,ambient,high,3,3,flask,432.57,574.78
20278,B,Scenedesmus,0.03,10-02-2009 8:19:00,1,liquid,0.92,ambient,high,3,3,flask,433.35,575.82
20279,B,Scenedesmus,0.08,10-02-2009 14:04:00,1,liquid,1.16,ambient,high,3,3,flask,433.59,576.14
20280,B,Scenedesmus,0.07,10-02-2009 20:48:00,1,liquid,1.44,ambient,high,3,3,flask,433.87,576.51
20281,B,Scenedesmus,0.2,10-03-2009 8:19:00,1,liquid,1.92,ambient,high,3,3,flask,434.35,577.15
20282,B,Scenedesmus,0.18,10-03-2009 12:38:00,1,liquid,2.1,ambient,high,3,3,flask,434.53,577.39
20283,B,Scenedesmus,0.23,10-03-2009 21:31:00,1,liquid,2.47,ambient,high,3,3,flask,434.9,577.88
20284,B,Scenedesmus,0.3,10-04-2009 8:19:00,1,liquid,2.92,ambient,high,3,3,flask,435.35,578.48
20285,B,Scenedesmus,0.38,10-04-2009 15:16:00,1,liquid,3.21,ambient,high,3,3,flask,435.64,578.86
20286,B,Scenedesmus,0.68,10-05-2009 15:02:00,1,liquid,4.2,ambient,high,3,3,flask,436.63,580.18
20287,B,Scenedesmus,0.88,10-07-2009 6:38:00,1,liquid,5.85,ambient,high,3,3,flask,438.28,582.37
20288,B,Scenedesmus,1.38,10-08-2009 13:07:00,1,liquid,7.12,ambient,high,3,3,flask,439.55,584.06
20289,B,Scenedesmus,-0.03,10-09-2009 7:36:00,1,liquid,7.89,ambient,high,3,3,flask,440.32,585.08
20290,B,Scenedesmus,1.21,10-10-2009 9:45:00,1,liquid,8.98,ambient,high,3,3,flask,441.41,586.53
20291,B,Scenedesmus,-0.03,10-11-2009 15:45:00,1,liquid,10.23,ambient,high,3,3,flask,442.66,588.19
20292,B,Scenedesmus,-0.03,10-12-2009 7:07:00,1,liquid,10.87,ambient,high,3,3,flask,443.3,589.04
20293,C,Scenedesmus,0.01,10-01-2009 13:36:00,1,liquid,0.14,ambient,ambient,3,1,flask,432.57,574.78
20294,C,Scenedesmus,0.04,10-02-2009 8:19:00,1,liquid,0.92,ambient,ambient,3,1,flask,433.35,575.82
20295,C,Scenedesmus,0.05,10-02-2009 14:04:00,1,liquid,1.16,ambient,ambient,3,1,flask,433.59,576.14
20296,C,Scenedesmus,0.07,10-02-2009 20:48:00,1,liquid,1.44,ambient,ambient,3,1,flask,433.87,576.51
20297,C,Scenedesmus,0.1,10-03-2009 8:19:00,1,liquid,1.92,ambient,ambient,3,1,flask,434.35,577.15
20298,C,Scenedesmus,0.09,10-03-2009 12:38:00,1,liquid,2.1,ambient,ambient,3,1,flask,434.53,577.39
20299,C,Scenedesmus,0.15,10-03-2009 21:31:00,1,liquid,2.47,ambient,ambient,3,1,flask,434.9,577.88
20300,C,Scenedesmus,0.2,10-04-2009 8:19:00,1,liquid,2.92,ambient,ambient,3,1,flask,435.35,578.48
20301,C,Scenedesmus,0.38,10-04-2009 15:16:00,1,liquid,3.21,ambient,ambient,3,1,flask,435.64,578.86
20302,C,Scenedesmus,0.41,10-05-2009 15:02:00,1,liquid,4.2,ambient,ambient,3,1,flask,436.63,580.18
20303,C,Scenedesmus,0.77,10-07-2009 6:38:00,1,liquid,5.85,ambient,ambient,3,1,flask,438.28,582.37
20304,C,Scenedesmus,0.98,10-08-2009 13:07:00,1,liquid,7.12,ambient,ambient,3,1,flask,439.55,584.06
20305,C,Scenedesmus,-0.03,10-09-2009 7:36:00,1,liquid,7.89,ambient,ambient,3,1,flask,440.32,585.08
20306,C,Scenedesmus,1.26,10-10-2009 9:45:00,1,liquid,8.98,ambient,ambient,3,1,flask,441.41,586.53
20307,C,Scenedesmus,1.13,10-11-2009 15:45:00,1,liquid,10.23,ambient,ambient,3,1,flask,442.66,588.19
20308,C,Scenedesmus,0.87,10-12-2009 7:07:00,1,liquid,10.87,ambient,ambient,3,1,flask,443.3,589.04
20309,C,Scenedesmus,0.01,10-01-2009 13:36:00,1,liquid,0.14,ambient,high,3,1,flask,432.57,574.78
20310,C,Scenedesmus,0.02,10-02-2009 8:19:00,1,liquid,0.92,ambient,high,3,1,flask,433.35,575.82
20311,C,Scenedesmus,0.04,10-02-2009 14:04:00,1,liquid,1.16,ambient,high,3,1,flask,433.59,576.14
20312,C,Scenedesmus,0.06,10-02-2009 20:48:00,1,liquid,1.44,ambient,high,3,1,flask,433.87,576.51
20313,C,Scenedesmus,0.15,10-03-2009 8:19:00,1,liquid,1.92,ambient,high,3,1,flask,434.35,577.15
20314,C,Scenedesmus,0.13,10-03-2009 12:38:00,1,liquid,2.1,ambient,high,3,1,flask,434.53,577.39
20315,C,Scenedesmus,0.17,10-03-2009 21:31:00,1,liquid,2.47,ambient,high,3,1,flask,434.9,577.88
20316,C,Scenedesmus,0.27,10-04-2009 8:19:00,1,liquid,2.92,ambient,high,3,1,flask,435.35,578.48
20317,C,Scenedesmus,0.32,10-04-2009 15:16:00,1,liquid,3.21,ambient,high,3,1,flask,435.64,578.86
20318,C,Scenedesmus,0.6,10-05-2009 15:02:00,1,liquid,4.2,ambient,high,3,1,flask,436.63,580.18
20319,C,Scenedesmus,0.84,10-07-2009 6:38:00,1,liquid,5.85,ambient,high,3,1,flask,438.28,582.37
20320,C,Scenedesmus,1.06,10-08-2009 13:07:00,1,liquid,7.12,ambient,high,3,1,flask,439.55,584.06
20321,C,Scenedesmus,-0.03,10-09-2009 7:36:00,1,liquid,7.89,ambient,high,3,1,flask,440.32,585.08
20322,C,Scenedesmus,1.05,10-10-2009 9:45:00,1,liquid,8.98,ambient,high,3,1,flask,441.41,586.53
20323,C,Scenedesmus,1.1,10-11-2009 15:45:00,1,liquid,10.23,ambient,high,3,1,flask,442.66,588.19
20324,C,Scenedesmus,1.2,10-12-2009 7:07:00,1,liquid,10.87,ambient,high,3,1,flask,443.3,589.04
20325,C,Scenedesmus,0.01,10-01-2009 13:36:00,1,liquid,0.14,ambient,ambient,3,2,flask,432.57,574.78
20326,C,Scenedesmus,0.04,10-02-2009 8:19:00,1,liquid,0.92,ambient,ambient,3,2,flask,433.35,575.82
20327,C,Scenedesmus,0.05,10-02-2009 14:04:00,1,liquid,1.16,ambient,ambient,3,2,flask,433.59,576.14
20328,C,Scenedesmus,0.06,10-02-2009 20:48:00,1,liquid,1.44,ambient,ambient,3,2,flask,433.87,576.51
20329,C,Scenedesmus,0.14,10-03-2009 8:19:00,1,liquid,1.92,ambient,ambient,3,2,flask,434.35,577.15
20330,C,Scenedesmus,0.11,10-03-2009 12:38:00,1,liquid,2.1,ambient,ambient,3,2,flask,434.53,577.39
20331,C,Scenedesmus,0.15,10-03-2009 21:31:00,1,liquid,2.47,ambient,ambient,3,2,flask,434.9,577.88
20332,C,Scenedesmus,0.23,10-04-2009 8:19:00,1,liquid,2.92,ambient,ambient,3,2,flask,435.35,578.48
20333,C,Scenedesmus,0.34,10-04-2009 15:16:00,1,liquid,3.21,ambient,ambient,3,2,flask,435.64,578.86
20334,C,Scenedesmus,0.4,10-05-2009 15:02:00,1,liquid,4.2,ambient,ambient,3,2,flask,436.63,580.18
20335,C,Scenedesmus,0.75,10-07-2009 6:38:00,1,liquid,5.85,ambient,ambient,3,2,flask,438.28,582.37
20336,C,Scenedesmus,0.96,10-08-2009 13:07:00,1,liquid,7.12,ambient,ambient,3,2,flask,439.55,584.06
20337,C,Scenedesmus,-0.03,10-09-2009 7:36:00,1,liquid,7.89,ambient,ambient,3,2,flask,440.32,585.08
20338,C,Scenedesmus,1.21,10-10-2009 9:45:00,1,liquid,8.98,ambient,ambient,3,2,flask,441.41,586.53
20339,C,Scenedesmus,1.03,10-11-2009 15:45:00,1,liquid,10.23,ambient,ambient,3,2,flask,442.66,588.19
20340,C,Scenedesmus,0.86,10-12-2009 7:07:00,1,liquid,10.87,ambient,ambient,3,2,flask,443.3,589.04
20341,C,Scenedesmus,0.01,10-01-2009 13:36:00,1,liquid,0.14,ambient,high,3,2,flask,432.57,574.78
20342,C,Scenedesmus,0.02,10-02-2009 8:19:00,1,liquid,0.92,ambient,high,3,2,flask,433.35,575.82
20343,C,Scenedesmus,0.05,10-02-2009 14:04:00,1,liquid,1.16,ambient,high,3,2,flask,433.59,576.14
20344,C,Scenedesmus,0.06,10-02-2009 20:48:00,1,liquid,1.44,ambient,high,3,2,flask,433.87,576.51
20345,C,Scenedesmus,0.18,10-03-2009 8:19:00,1,liquid,1.92,ambient,high,3,2,flask,434.35,577.15
20346,C,Scenedesmus,0.14,10-03-2009 12:38:00,1,liquid,2.1,ambient,high,3,2,flask,434.53,577.39
20347,C,Scenedesmus,0.19,10-03-2009 21:31:00,1,liquid,2.47,ambient,high,3,2,flask,434.9,577.88
20348,C,Scenedesmus,0.26,10-04-2009 8:19:00,1,liquid,2.92,ambient,high,3,2,flask,435.35,578.48
20349,C,Scenedesmus,0.37,10-04-2009 15:16:00,1,liquid,3.21,ambient,high,3,2,flask,435.64,578.86
20350,C,Scenedesmus,0.63,10-05-2009 15:02:00,1,liquid,4.2,ambient,high,3,2,flask,436.63,580.18
20351,C,Scenedesmus,0.93,10-07-2009 6:38:00,1,liquid,5.85,ambient,high,3,2,flask,438.28,582.37
20352,C,Scenedesmus,1.1,10-08-2009 13:07:00,1,liquid,7.12,ambient,high,3,2,flask,439.55,584.06
20353,C,Scenedesmus,-0.03,10-09-2009 7:36:00,1,liquid,7.89,ambient,high,3,2,flask,440.32,585.08
20354,C,Scenedesmus,1.04,10-10-2009 9:45:00,1,liquid,8.98,ambient,high,3,2,flask,441.41,586.53
20355,C,Scenedesmus,1.14,10-11-2009 15:45:00,1,liquid,10.23,ambient,high,3,2,flask,442.66,588.19
20356,C,Scenedesmus,1.11,10-12-2009 7:07:00,1,liquid,10.87,ambient,high,3,2,flask,443.3,589.04
20357,C,Scenedesmus,0.01,10-01-2009 13:36:00,1,liquid,0.14,ambient,ambient,3,3,flask,432.57,574.78
20358,C,Scenedesmus,0.03,10-02-2009 8:19:00,1,liquid,0.92,ambient,ambient,3,3,flask,433.35,575.82
20359,C,Scenedesmus,0.04,10-02-2009 14:04:00,1,liquid,1.16,ambient,ambient,3,3,flask,433.59,576.14
20360,C,Scenedesmus,0.05,10-02-2009 20:48:00,1,liquid,1.44,ambient,ambient,3,3,flask,433.87,576.51
20361,C,Scenedesmus,0.05,10-03-2009 8:19:00,1,liquid,1.92,ambient,ambient,3,3,flask,434.35,577.15
20362,C,Scenedesmus,0.11,10-03-2009 12:38:00,1,liquid,2.1,ambient,ambient,3,3,flask,434.53,577.39
20363,C,Scenedesmus,0.13,10-03-2009 21:31:00,1,liquid,2.47,ambient,ambient,3,3,flask,434.9,577.88
20364,C,Scenedesmus,0.22,10-04-2009 8:19:00,1,liquid,2.92,ambient,ambient,3,3,flask,435.35,578.48
20365,C,Scenedesmus,0.34,10-04-2009 15:16:00,1,liquid,3.21,ambient,ambient,3,3,flask,435.64,578.86
20366,C,Scenedesmus,0.43,10-05-2009 15:02:00,1,liquid,4.2,ambient,ambient,3,3,flask,436.63,580.18
20367,C,Scenedesmus,0.67,10-07-2009 6:38:00,1,liquid,5.85,ambient,ambient,3,3,flask,438.28,582.37
20368,C,Scenedesmus,0.87,10-08-2009 13:07:00,1,liquid,7.12,ambient,ambient,3,3,flask,439.55,584.06
20369,C,Scenedesmus,-0.03,10-09-2009 7:36:00,1,liquid,7.89,ambient,ambient,3,3,flask,440.32,585.08
20370,C,Scenedesmus,1.07,10-10-2009 9:45:00,1,liquid,8.98,ambient,ambient,3,3,flask,441.41,586.53
20371,C,Scenedesmus,0.96,10-11-2009 15:45:00,1,liquid,10.23,ambient,ambient,3,3,flask,442.66,588.19
20372,C,Scenedesmus,0.79,10-12-2009 7:07:00,1,liquid,10.87,ambient,ambient,3,3,flask,443.3,589.04
20373,C,Scenedesmus,0.01,10-01-2009 13:36:00,1,liquid,0.14,ambient,high,3,3,flask,432.57,574.78
20374,C,Scenedesmus,0.02,10-02-2009 8:19:00,1,liquid,0.92,ambient,high,3,3,flask,433.35,575.82
20375,C,Scenedesmus,0.05,10-02-2009 14:04:00,1,liquid,1.16,ambient,high,3,3,flask,433.59,576.14
20376,C,Scenedesmus,0.06,10-02-2009 20:48:00,1,liquid,1.44,ambient,high,3,3,flask,433.87,576.51
20377,C,Scenedesmus,0.18,10-03-2009 8:19:00,1,liquid,1.92,ambient,high,3,3,flask,434.35,577.15
20378,C,Scenedesmus,0.15,10-03-2009 12:38:00,1,liquid,2.1,ambient,high,3,3,flask,434.53,577.39
20379,C,Scenedesmus,0.2,10-03-2009 21:31:00,1,liquid,2.47,ambient,high,3,3,flask,434.9,577.88
20380,C,Scenedesmus,0.29,10-04-2009 8:19:00,1,liquid,2.92,ambient,high,3,3,flask,435.35,578.48
20381,C,Scenedesmus,0.4,10-04-2009 15:16:00,1,liquid,3.21,ambient,high,3,3,flask,435.64,578.86
20382,C,Scenedesmus,0.72,10-05-2009 15:02:00,1,liquid,4.2,ambient,high,3,3,flask,436.63,580.18
20383,C,Scenedesmus,0.98,10-07-2009 6:38:00,1,liquid,5.85,ambient,high,3,3,flask,438.28,582.37
20384,C,Scenedesmus,1.21,10-08-2009 13:07:00,1,liquid,7.12,ambient,high,3,3,flask,439.55,584.06
20385,C,Scenedesmus,-0.03,10-09-2009 7:36:00,1,liquid,7.89,ambient,high,3,3,flask,440.32,585.08
20386,C,Scenedesmus,1.05,10-10-2009 9:45:00,1,liquid,8.98,ambient,high,3,3,flask,441.41,586.53
20387,C,Scenedesmus,1.1,10-11-2009 15:45:00,1,liquid,10.23,ambient,high,3,3,flask,442.66,588.19
20388,C,Scenedesmus,1.11,10-12-2009 7:07:00,1,liquid,10.87,ambient,high,3,3,flask,443.3,589.04
20389,D,Scenedesmus,0.01,10-01-2009 13:36:00,1,liquid,0.14,high,ambient,3,1,flask,432.57,574.78
20390,D,Scenedesmus,0.04,10-02-2009 8:19:00,1,liquid,0.92,high,ambient,3,1,flask,433.35,575.82
20391,D,Scenedesmus,0.07,10-02-2009 14:04:00,1,liquid,1.16,high,ambient,3,1,flask,433.59,576.14
20392,D,Scenedesmus,0.07,10-02-2009 20:48:00,1,liquid,1.44,high,ambient,3,1,flask,433.87,576.51
20393,D,Scenedesmus,0.16,10-03-2009 8:19:00,1,liquid,1.92,high,ambient,3,1,flask,434.35,577.15
20394,D,Scenedesmus,0.11,10-03-2009 12:38:00,1,liquid,2.1,high,ambient,3,1,flask,434.53,577.39
20395,D,Scenedesmus,0.14,10-03-2009 21:31:00,1,liquid,2.47,high,ambient,3,1,flask,434.9,577.88
20396,D,Scenedesmus,0.2,10-04-2009 8:19:00,1,liquid,2.92,high,ambient,3,1,flask,435.35,578.48
20397,D,Scenedesmus,0.3,10-04-2009 15:16:00,1,liquid,3.21,high,ambient,3,1,flask,435.64,578.86
20398,D,Scenedesmus,0.45,10-05-2009 15:02:00,1,liquid,4.2,high,ambient,3,1,flask,436.63,580.18
20399,D,Scenedesmus,0.66,10-07-2009 6:38:00,1,liquid,5.85,high,ambient,3,1,flask,438.28,582.37
20400,D,Scenedesmus,0.73,10-08-2009 13:07:00,1,liquid,7.12,high,ambient,3,1,flask,439.55,584.06
20401,D,Scenedesmus,-0.03,10-09-2009 7:36:00,1,liquid,7.89,high,ambient,3,1,flask,440.32,585.08
20402,D,Scenedesmus,0.83,10-10-2009 9:45:00,1,liquid,8.98,high,ambient,3,1,flask,441.41,586.53
20403,D,Scenedesmus,0.81,10-11-2009 15:45:00,1,liquid,10.23,high,ambient,3,1,flask,442.66,588.19
20404,D,Scenedesmus,0.79,10-12-2009 7:07:00,1,liquid,10.87,high,ambient,3,1,flask,443.3,589.04
20405,D,Scenedesmus,0.01,10-01-2009 13:36:00,1,liquid,0.14,high,high,3,1,flask,432.57,574.78
20406,D,Scenedesmus,0.03,10-02-2009 8:19:00,1,liquid,0.92,high,high,3,1,flask,433.35,575.82
20407,D,Scenedesmus,0.06,10-02-2009 14:04:00,1,liquid,1.16,high,high,3,1,flask,433.59,576.14
20408,D,Scenedesmus,0.07,10-02-2009 20:48:00,1,liquid,1.44,high,high,3,1,flask,433.87,576.51
20409,D,Scenedesmus,0.12,10-03-2009 8:19:00,1,liquid,1.92,high,high,3,1,flask,434.35,577.15
20410,D,Scenedesmus,0.13,10-03-2009 12:38:00,1,liquid,2.1,high,high,3,1,flask,434.53,577.39
20411,D,Scenedesmus,0.18,10-03-2009 21:31:00,1,liquid,2.47,high,high,3,1,flask,434.9,577.88
20412,D,Scenedesmus,0.24,10-04-2009 8:19:00,1,liquid,2.92,high,high,3,1,flask,435.35,578.48
20413,D,Scenedesmus,0.33,10-04-2009 15:16:00,1,liquid,3.21,high,high,3,1,flask,435.64,578.86
20414,D,Scenedesmus,0.56,10-05-2009 15:02:00,1,liquid,4.2,high,high,3,1,flask,436.63,580.18
20415,D,Scenedesmus,0.78,10-07-2009 6:38:00,1,liquid,5.85,high,high,3,1,flask,438.28,582.37
20416,D,Scenedesmus,0.99,10-08-2009 13:07:00,1,liquid,7.12,high,high,3,1,flask,439.55,584.06
20417,D,Scenedesmus,-0.03,10-09-2009 7:36:00,1,liquid,7.89,high,high,3,1,flask,440.32,585.08
20418,D,Scenedesmus,0.97,10-10-2009 9:45:00,1,liquid,8.98,high,high,3,1,flask,441.41,586.53
20419,D,Scenedesmus,1.04,10-11-2009 15:45:00,1,liquid,10.23,high,high,3,1,flask,442.66,588.19
20420,D,Scenedesmus,1.1,10-12-2009 7:07:00,1,liquid,10.87,high,high,3,1,flask,443.3,589.04
20421,D,Scenedesmus,0.01,10-01-2009 13:36:00,1,liquid,0.14,high,ambient,3,2,flask,432.57,574.78
20422,D,Scenedesmus,0.04,10-02-2009 8:19:00,1,liquid,0.92,high,ambient,3,2,flask,433.35,575.82
20423,D,Scenedesmus,0.06,10-02-2009 14:04:00,1,liquid,1.16,high,ambient,3,2,flask,433.59,576.14
20424,D,Scenedesmus,0.07,10-02-2009 20:48:00,1,liquid,1.44,high,ambient,3,2,flask,433.87,576.51
20425,D,Scenedesmus,0.14,10-03-2009 8:19:00,1,liquid,1.92,high,ambient,3,2,flask,434.35,577.15
20426,D,Scenedesmus,0.1,10-03-2009 12:38:00,1,liquid,2.1,high,ambient,3,2,flask,434.53,577.39
20427,D,Scenedesmus,0.14,10-03-2009 21:31:00,1,liquid,2.47,high,ambient,3,2,flask,434.9,577.88
20428,D,Scenedesmus,0.19,10-04-2009 8:19:00,1,liquid,2.92,high,ambient,3,2,flask,435.35,578.48
20429,D,Scenedesmus,0.27,10-04-2009 15:16:00,1,liquid,3.21,high,ambient,3,2,flask,435.64,578.86
20430,D,Scenedesmus,0.41,10-05-2009 15:02:00,1,liquid,4.2,high,ambient,3,2,flask,436.63,580.18
20431,D,Scenedesmus,0.63,10-07-2009 6:38:00,1,liquid,5.85,high,ambient,3,2,flask,438.28,582.37
20432,D,Scenedesmus,0.73,10-08-2009 13:07:00,1,liquid,7.12,high,ambient,3,2,flask,439.55,584.06
20433,D,Scenedesmus,-0.03,10-09-2009 7:36:00,1,liquid,7.89,high,ambient,3,2,flask,440.32,585.08
20434,D,Scenedesmus,0.8,10-10-2009 9:45:00,1,liquid,8.98,high,ambient,3,2,flask,441.41,586.53
20435,D,Scenedesmus,0.77,10-11-2009 15:45:00,1,liquid,10.23,high,ambient,3,2,flask,442.66,588.19
20436,D,Scenedesmus,0.77,10-12-2009 7:07:00,1,liquid,10.87,high,ambient,3,2,flask,443.3,589.04
20437,D,Scenedesmus,0.01,10-01-2009 13:36:00,1,liquid,0.14,high,high,3,2,flask,432.57,574.78
20438,D,Scenedesmus,0.05,10-02-2009 8:19:00,1,liquid,0.92,high,high,3,2,flask,433.35,575.82
20439,D,Scenedesmus,0.07,10-02-2009 14:04:00,1,liquid,1.16,high,high,3,2,flask,433.59,576.14
20440,D,Scenedesmus,0.06,10-02-2009 20:48:00,1,liquid,1.44,high,high,3,2,flask,433.87,576.51
20441,D,Scenedesmus,0.15,10-03-2009 8:19:00,1,liquid,1.92,high,high,3,2,flask,434.35,577.15
20442,D,Scenedesmus,0.13,10-03-2009 12:38:00,1,liquid,2.1,high,high,3,2,flask,434.53,577.39
20443,D,Scenedesmus,0.18,10-03-2009 21:31:00,1,liquid,2.47,high,high,3,2,flask,434.9,577.88
20444,D,Scenedesmus,0.24,10-04-2009 8:19:00,1,liquid,2.92,high,high,3,2,flask,435.35,578.48
20445,D,Scenedesmus,0.33,10-04-2009 15:16:00,1,liquid,3.21,high,high,3,2,flask,435.64,578.86
20446,D,Scenedesmus,0.53,10-05-2009 15:02:00,1,liquid,4.2,high,high,3,2,flask,436.63,580.18
20447,D,Scenedesmus,0.84,10-07-2009 6:38:00,1,liquid,5.85,high,high,3,2,flask,438.28,582.37
20448,D,Scenedesmus,0.95,10-08-2009 13:07:00,1,liquid,7.12,high,high,3,2,flask,439.55,584.06
20449,D,Scenedesmus,-0.03,10-09-2009 7:36:00,1,liquid,7.89,high,high,3,2,flask,440.32,585.08
20450,D,Scenedesmus,0.91,10-10-2009 9:45:00,1,liquid,8.98,high,high,3,2,flask,441.41,586.53
20451,D,Scenedesmus,0.99,10-11-2009 15:45:00,1,liquid,10.23,high,high,3,2,flask,442.66,588.19
20452,D,Scenedesmus,1.03,10-12-2009 7:07:00,1,liquid,10.87,high,high,3,2,flask,443.3,589.04
20453,D,Scenedesmus,0.01,10-01-2009 13:36:00,1,liquid,0.14,high,ambient,3,3,flask,432.57,574.78
20454,D,Scenedesmus,0.04,10-02-2009 8:19:00,1,liquid,0.92,high,ambient,3,3,flask,433.35,575.82
20455,D,Scenedesmus,0.07,10-02-2009 14:04:00,1,liquid,1.16,high,ambient,3,3,flask,433.59,576.14
20456,D,Scenedesmus,0.08,10-02-2009 20:48:00,1,liquid,1.44,high,ambient,3,3,flask,433.87,576.51
20457,D,Scenedesmus,0.15,10-03-2009 8:19:00,1,liquid,1.92,high,ambient,3,3,flask,434.35,577.15
20458,D,Scenedesmus,0.14,10-03-2009 12:38:00,1,liquid,2.1,high,ambient,3,3,flask,434.53,577.39
20459,D,Scenedesmus,0.14,10-03-2009 21:31:00,1,liquid,2.47,high,ambient,3,3,flask,434.9,577.88
20460,D,Scenedesmus,0.23,10-04-2009 8:19:00,1,liquid,2.92,high,ambient,3,3,flask,435.35,578.48
20461,D,Scenedesmus,0.31,10-04-2009 15:16:00,1,liquid,3.21,high,ambient,3,3,flask,435.64,578.86
20462,D,Scenedesmus,0.49,10-05-2009 15:02:00,1,liquid,4.2,high,ambient,3,3,flask,436.63,580.18
20463,D,Scenedesmus,0.69,10-07-2009 6:38:00,1,liquid,5.85,high,ambient,3,3,flask,438.28,582.37
20464,D,Scenedesmus,0.82,10-08-2009 13:07:00,1,liquid,7.12,high,ambient,3,3,flask,439.55,584.06
20465,D,Scenedesmus,-0.03,10-09-2009 7:36:00,1,liquid,7.89,high,ambient,3,3,flask,440.32,585.08
20466,D,Scenedesmus,0.89,10-10-2009 9:45:00,1,liquid,8.98,high,ambient,3,3,flask,441.41,586.53
20467,D,Scenedesmus,0.83,10-11-2009 15:45:00,1,liquid,10.23,high,ambient,3,3,flask,442.66,588.19
20468,D,Scenedesmus,0.81,10-12-2009 7:07:00,1,liquid,10.87,high,ambient,3,3,flask,443.3,589.04
20469,D,Scenedesmus,0.01,10-01-2009 13:36:00,1,liquid,0.14,high,high,3,3,flask,432.57,574.78
20470,D,Scenedesmus,0.03,10-02-2009 8:19:00,1,liquid,0.92,high,high,3,3,flask,433.35,575.82
20471,D,Scenedesmus,0.07,10-02-2009 14:04:00,1,liquid,1.16,high,high,3,3,flask,433.59,576.14
20472,D,Scenedesmus,0.05,10-02-2009 20:48:00,1,liquid,1.44,high,high,3,3,flask,433.87,576.51
20473,D,Scenedesmus,0.18,10-03-2009 8:19:00,1,liquid,1.92,high,high,3,3,flask,434.35,577.15
20474,D,Scenedesmus,0.15,10-03-2009 12:38:00,1,liquid,2.1,high,high,3,3,flask,434.53,577.39
20475,D,Scenedesmus,0.2,10-03-2009 21:31:00,1,liquid,2.47,high,high,3,3,flask,434.9,577.88
20476,D,Scenedesmus,0.26,10-04-2009 8:19:00,1,liquid,2.92,high,high,3,3,flask,435.35,578.48
20477,D,Scenedesmus,0.33,10-04-2009 15:16:00,1,liquid,3.21,high,high,3,3,flask,435.64,578.86
20478,D,Scenedesmus,0.64,10-05-2009 15:02:00,1,liquid,4.2,high,high,3,3,flask,436.63,580.18
20479,D,Scenedesmus,0.88,10-07-2009 6:38:00,1,liquid,5.85,high,high,3,3,flask,438.28,582.37
20480,D,Scenedesmus,1.07,10-08-2009 13:07:00,1,liquid,7.12,high,high,3,3,flask,439.55,584.06
20481,D,Scenedesmus,-0.03,10-09-2009 7:36:00,1,liquid,7.89,high,high,3,3,flask,440.32,585.08
20482,D,Scenedesmus,0.97,10-10-2009 9:45:00,1,liquid,8.98,high,high,3,3,flask,441.41,586.53
20483,D,Scenedesmus,1.05,10-11-2009 15:45:00,1,liquid,10.23,high,high,3,3,flask,442.66,588.19
20484,D,Scenedesmus,1.07,10-12-2009 7:07:00,1,liquid,10.87,high,high,3,3,flask,443.3,589.04
20485,E,Scenedesmus,0.01,10-01-2009 13:36:00,1,liquid,0.14,high,ambient,3,1,flask,432.57,574.78
20486,E,Scenedesmus,0.05,10-02-2009 8:19:00,1,liquid,0.92,high,ambient,3,1,flask,433.35,575.82
20487,E,Scenedesmus,0.08,10-02-2009 14:04:00,1,liquid,1.16,high,ambient,3,1,flask,433.59,576.14
20488,E,Scenedesmus,0.07,10-02-2009 20:48:00,1,liquid,1.44,high,ambient,3,1,flask,433.87,576.51
20489,E,Scenedesmus,0.15,10-03-2009 8:19:00,1,liquid,1.92,high,ambient,3,1,flask,434.35,577.15
20490,E,Scenedesmus,0.1,10-03-2009 12:38:00,1,liquid,2.1,high,ambient,3,1,flask,434.53,577.39
20491,E,Scenedesmus,0.13,10-03-2009 21:31:00,1,liquid,2.47,high,ambient,3,1,flask,434.9,577.88
20492,E,Scenedesmus,0.18,10-04-2009 8:19:00,1,liquid,2.92,high,ambient,3,1,flask,435.35,578.48
