assay,CO2 of rising,CO2 in chambers ppm,Assay CO2,Competition code,Diatom,Chlorophyte,Cyanobacteri,species,competitor,Competition,Fct competition,group,comp.coef,comp.coef.species
3,800,360,ambient,15,Nitzschia,,,Nitzschia,Anabaena,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.258346029,-0.25835
3,800,360,ambient,15,,,,NA,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,360,ambient,15,,,Anabaena,Anabaena,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.258346029
3,800,800,rising,15,Nitzschia,,,Nitzschia,Anabaena,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Diatom,0.025972303,0.02597
3,800,800,rising,15,,,,NA,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,800,rising,15,,,Anabaena,Anabaena,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,-0.025972303
3,800,800,rising,15,Nitzschia,,,Nitzschia,Anabaena,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.118629649,-0.11863
3,800,800,rising,15,,,,NA,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,800,rising,15,,,Anabaena,Anabaena,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.118629649
3,800,800,rising,15,Nitzschia,,,Nitzschia,Anabaena,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.089942219,-0.08994
3,800,800,rising,15,,,,NA,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
3,800,800,rising,15,,,Anabaena,Anabaena,,Nitzschia /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.089942219
3,800,360,ambient,17,,,,NA,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,360,ambient,17,,Scenedesmus,,Scenedesmus,Synechococcus, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.244001264,-0.244001
3,800,360,ambient,17,,,Synechococcus,Synechococcus,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.244001264
3,800,360,ambient,17,,,,NA,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,360,ambient,17,,Scenedesmus,,Scenedesmus,Synechococcus, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,0.411517384,0.411517
3,800,360,ambient,17,,,Synechococcus,Synechococcus,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,-0.411517384
3,800,360,ambient,17,,,,NA,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,360,ambient,17,,Scenedesmus,,Scenedesmus,Synechococcus, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,0.306391611,0.306392
3,800,360,ambient,17,,,Synechococcus,Synechococcus,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,-0.306391611
3,800,800,rising,17,,,,NA,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,800,rising,17,,Scenedesmus,,Scenedesmus,Synechococcus, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,0.05952019,0.05952
3,800,800,rising,17,,,Synechococcus,Synechococcus,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,-0.05952019
3,800,800,rising,17,,,,NA,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,800,rising,17,,Scenedesmus,,Scenedesmus,Synechococcus, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,0.07935298,0.079353
3,800,800,rising,17,,,Synechococcus,Synechococcus,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,-0.07935298
3,800,800,rising,17,,,,NA,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,800,rising,17,,Scenedesmus,,Scenedesmus,Synechococcus, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,0.002715283,0.002715
3,800,800,rising,17,,,Synechococcus,Synechococcus,, / Scenedesmus / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,-0.002715283
3,800,360,ambient,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,360,ambient,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.228427688,-0.228428
3,800,360,ambient,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.228427688
3,800,360,ambient,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,360,ambient,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.187276008,-0.187276
3,800,360,ambient,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.187276008
3,800,360,ambient,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,360,ambient,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.220640076,-0.22064
3,800,360,ambient,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.220640076
3,800,800,rising,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,800,rising,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,0.064676282,0.064676
3,800,800,rising,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,-0.064676282
3,800,800,rising,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,800,rising,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.055512125,-0.055512
3,800,800,rising,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.055512125
3,800,800,rising,18,,,,NA,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,800,rising,18,,Scenedesmus,,Scenedesmus,Anabaena, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,0.083410234,0.08341
3,800,800,rising,18,,,Anabaena,Anabaena,, / Scenedesmus / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,-0.083410234
3,800,360,ambient,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,360,ambient,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.281689223,-0.281689
3,800,360,ambient,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.281689223
3,800,360,ambient,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,360,ambient,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.118301854,-0.118302
3,800,360,ambient,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.118301854
3,800,360,ambient,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,360,ambient,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.308836955,-0.308837
3,800,360,ambient,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.308836955
3,800,800,rising,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,800,rising,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.163809596,-0.16381
3,800,800,rising,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.163809596
3,800,800,rising,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,800,rising,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.088592749,-0.088593
3,800,800,rising,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.088592749
3,800,800,rising,19,,,,NA,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,800,rising,19,,Pseudokirchneriella,,Pseudokirchneriella,Synechococcus, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.193031175,-0.193031
3,800,800,rising,19,,,Synechococcus,Synechococcus,, / Pseudokirchneriella / Synechococcus,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.193031175
3,800,360,ambient,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,360,ambient,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.331854871,-0.331855
3,800,360,ambient,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.331854871
3,800,360,ambient,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,360,ambient,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.279365459,-0.279365
3,800,360,ambient,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.279365459
3,800,360,ambient,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,360,ambient,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.284045118,-0.284045
3,800,360,ambient,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.284045118
3,800,800,rising,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,800,rising,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.210265133,-0.210265
3,800,800,rising,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.210265133
3,800,800,rising,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,800,rising,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.236267257,-0.236267
3,800,800,rising,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.236267257
3,800,800,rising,20,,,,NA,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Diatom,,
3,800,800,rising,20,,Pseudokirchneriella,,Pseudokirchneriella,Anabaena, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Chlorophyte,-0.190622275,-0.190622
3,800,800,rising,20,,,Anabaena,Anabaena,, / Pseudokirchneriella / Anabaena,Chlorophyte vs Cyanobacteria,Cyanobacteria,,0.190622275
4,920,360,ambient,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.140534801,-0.14053
4,920,360,ambient,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.140535
4,920,360,ambient,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,360,ambient,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,0.008710661,0.00871
4,920,360,ambient,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,-0.008711
4,920,360,ambient,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,360,ambient,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,0.001446478,0.00145
4,920,360,ambient,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,-0.001446
4,920,360,ambient,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,920,rising,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.105767478,-0.10577
4,920,920,rising,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.105767
4,920,920,rising,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,920,rising,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.072783087,-0.07278
4,920,920,rising,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.072783
4,920,920,rising,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,920,rising,8,Navicula,,,Navicula,Scenedesmus,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.15566638,-0.15567
4,920,920,rising,8,,Scenedesmus,,Scenedesmus,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.155666
4,920,920,rising,8,,,,NA,,Navicula / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,360,ambient,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.09668411,0.09668
4,920,360,ambient,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.096684
4,920,360,ambient,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,360,ambient,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.130984865,0.13098
4,920,360,ambient,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.130985
4,920,360,ambient,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,360,ambient,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.134554908,0.13455
4,920,360,ambient,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.134555
4,920,360,ambient,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,920,rising,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,-0.043975846,-0.04398
4,920,920,rising,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,0.043976
4,920,920,rising,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,920,rising,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,-0.04109962,-0.0411
4,920,920,rising,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,0.0411
4,920,920,rising,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,920,rising,9,Navicula,,,Navicula,Pseudokirchneriella,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,-0.071884197,-0.07188
4,920,920,rising,9,,Pseudokirchneriella,,Pseudokirchneriella,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,0.071884
4,920,920,rising,9,,,,NA,,Navicula / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,360,ambient,10,Navicula,,,Navicula,Synechococcus,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,0.052182259,0.05218
4,920,360,ambient,10,,,,NA,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,360,ambient,10,,,Synechococcus,Synechococcus,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,-0.052182259
4,920,360,ambient,10,Navicula,,,Navicula,Synechococcus,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.12033471,-0.12033
4,920,360,ambient,10,,,,NA,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,360,ambient,10,,,Synechococcus,Synechococcus,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.12033471
4,920,360,ambient,10,Navicula,,,Navicula,Synechococcus,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.06317029,-0.06317
4,920,360,ambient,10,,,,NA,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,360,ambient,10,,,Synechococcus,Synechococcus,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.06317029
4,920,920,rising,10,Navicula,,,Navicula,Synechococcus,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.176611436,-0.17661
4,920,920,rising,10,,,,NA,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,920,rising,10,,,Synechococcus,Synechococcus,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.176611436
4,920,920,rising,10,Navicula,,,Navicula,Synechococcus,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,-0.172373672,-0.17237
4,920,920,rising,10,,,,NA,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,920,rising,10,,,Synechococcus,Synechococcus,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,0.172373672
4,920,920,rising,10,Navicula,,,Navicula,Synechococcus,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Diatom,0.034101621,0.0341
4,920,920,rising,10,,,,NA,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,920,rising,10,,,Synechococcus,Synechococcus,,Navicula /  / Synechococcus,Diatom vs Cyanobacteria,Cyanobacteria,,-0.034101621
4,920,360,ambient,11,Navicula,,,Navicula,Anabaena,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.124950352,-0.12495
4,920,360,ambient,11,,,,NA,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,360,ambient,11,,,Anabaena,Anabaena,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.124950352
4,920,360,ambient,11,Navicula,,,Navicula,Anabaena,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.056768122,-0.05677
4,920,360,ambient,11,,,,NA,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,360,ambient,11,,,Anabaena,Anabaena,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.056768122
4,920,360,ambient,11,Navicula,,,Navicula,Anabaena,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.05694994,-0.05695
4,920,360,ambient,11,,,,NA,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,360,ambient,11,,,Anabaena,Anabaena,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.05694994
4,920,920,rising,11,Navicula,,,Navicula,Anabaena,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.19500262,-0.195
4,920,920,rising,11,,,,NA,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,920,rising,11,,,Anabaena,Anabaena,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.19500262
4,920,920,rising,11,Navicula,,,Navicula,Anabaena,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.084864025,-0.08486
4,920,920,rising,11,,,,NA,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,920,rising,11,,,Anabaena,Anabaena,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.084864025
4,920,920,rising,11,Navicula,,,Navicula,Anabaena,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Diatom,-0.122192993,-0.12219
4,920,920,rising,11,,,,NA,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Chlorophyte,,
4,920,920,rising,11,,,Anabaena,Anabaena,,Navicula /  / Anabaena,Diatom vs Cyanobacteria,Cyanobacteria,,0.122192993
4,920,360,ambient,12,Nitzschia,,,Nitzschia,Scenedesmus,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.124615796,-0.12462
4,920,360,ambient,12,,Scenedesmus,,Scenedesmus,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.124616
4,920,360,ambient,12,,,,NA,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,360,ambient,12,Nitzschia,,,Nitzschia,Scenedesmus,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.03681319,-0.03681
4,920,360,ambient,12,,Scenedesmus,,Scenedesmus,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.036813
4,920,360,ambient,12,,,,NA,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,360,ambient,12,Nitzschia,,,Nitzschia,Scenedesmus,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.066765662,-0.06677
4,920,360,ambient,12,,Scenedesmus,,Scenedesmus,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.066766
4,920,360,ambient,12,,,,NA,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,920,rising,12,Nitzschia,,,Nitzschia,Scenedesmus,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.027438023,-0.02744
4,920,920,rising,12,,Scenedesmus,,Scenedesmus,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.027438
4,920,920,rising,12,,,,NA,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,920,rising,12,Nitzschia,,,Nitzschia,Scenedesmus,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.112516382,-0.11252
4,920,920,rising,12,,Scenedesmus,,Scenedesmus,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.112516
4,920,920,rising,12,,,,NA,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,920,rising,12,Nitzschia,,,Nitzschia,Scenedesmus,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Diatom,-0.110405147,-0.11041
4,920,920,rising,12,,Scenedesmus,,Scenedesmus,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Chlorophyte,,0.110405
4,920,920,rising,12,,,,NA,,Nitzschia / Scenedesmus / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,360,ambient,13,Nitzschia,,,Nitzschia,Pseudokirchneriella,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.243273586,0.24327
4,920,360,ambient,13,,Pseudokirchneriella,,Pseudokirchneriella,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.243274
4,920,360,ambient,13,,,,NA,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,360,ambient,13,Nitzschia,,,Nitzschia,Pseudokirchneriella,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.124476451,0.12448
4,920,360,ambient,13,,Pseudokirchneriella,,Pseudokirchneriella,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.124476
4,920,360,ambient,13,,,,NA,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,360,ambient,13,Nitzschia,,,Nitzschia,Pseudokirchneriella,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.234244066,0.23424
4,920,360,ambient,13,,Pseudokirchneriella,,Pseudokirchneriella,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.234244
4,920,360,ambient,13,,,,NA,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,920,rising,13,Nitzschia,,,Nitzschia,Pseudokirchneriella,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.138902068,0.1389
4,920,920,rising,13,,Pseudokirchneriella,,Pseudokirchneriella,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Chlorophyte,,-0.138902
4,920,920,rising,13,,,,NA,,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Cyanobacteria,,
4,920,920,rising,13,Nitzschia,,,Nitzschia,Pseudokirchneriella,Nitzschia / Pseudokirchneriella / ,Diatom vs Chlorophyte,Diatom,0.110707292,0.11071
